video_index,video_path,processing_count,total_processing_time,avg_total_processing_time,total_test_time,face_detection_time,face_tracking_time,roi_selection_time,signal_extraction_time,signal_extraction_preprocess_time,signal_extraction_inference_time,hr_extraction_time,avg_face_detection_time,avg_face_tracking_time,avg_roi_selection_time,avg_signal_extraction_time,avg_signal_extraction_preprocess_time,avg_signal_extraction_inference_time,avg_hr_extraction_time,detected_faces,total_processed_faces,success,heart_rates,heart_rates_frame_idx,error_message,timestamp
10,/home/pme/ta/data/camera/10/video_10_20250503_155820.npy,1796,40.78848600387573,22.710738309507647,41.09329557418823,37.463714838027954,0.39819955825805664,0.9167375564575195,1.7957544326782227,0.7159526348114014,1.0794785022735596,0.08709883689880371,20.859529419837394,0.221714676090232,0.5104329378939418,64.13408688136509,25.56973695755005,38.55280365262713,3.110672746385847,4,28,True,"{""0"":[70.3125;91.40625;91.40625;63.28125;112.5;84.375;77.34375];""1"":[77.34375;77.34375;77.34375;91.40625;98.4375;84.375;91.40625];""2"":[84.375;105.46875;112.5;77.34375;98.4375;84.375;77.34375];""3"":[84.375;77.34375;98.4375;63.28125;77.34375;98.4375;70.3125]}","{""0"":[179;453;721;988;1237;1501;1760];""1"":[179;453;721;988;1237;1501;1760];""2"":[179;453;721;988;1237;1501;1760];""3"":[179;453;721;988;1237;1501;1760]}",,2025-07-02T02:21:18.653423
11,/home/pme/ta/data/camera/11/video_11_20250503_160024.npy,1796,40.516555309295654,22.559329236801588,40.82376194000244,37.43541097640991,0.39667248725891113,0.6973330974578857,1.7955176830291748,0.7039823532104492,1.091210126876831,0.0849764347076416,20.84377003140864,0.22086441384126454,0.388270098807286,64.12563153675625,25.142226900373185,38.971790245601106,3.034872668130057,4,28,True,"{""0"":[91.40625;84.375;91.40625;98.4375;105.46875;112.5;112.5];""1"":[77.34375;126.5625;70.3125;105.46875;84.375;105.46875;98.4375];""2"":[98.4375;112.5;70.3125;63.28125;77.34375;91.40625;119.53125];""3"":[91.40625;91.40625;91.40625;70.3125;70.3125;77.34375;84.375]}","{""0"":[179;454;724;988;1244;1505;1766];""1"":[179;454;724;988;1244;1505;1766];""2"":[179;454;724;988;1244;1505;1766];""3"":[179;454;724;988;1244;1505;1766]}",,2025-07-02T02:22:17.565454
12,/home/pme/ta/data/camera/12/video_12_20250503_160447.npy,1796,43.06493806838989,23.978250594871877,43.370784282684326,37.86239981651306,0.5143001079559326,2.2139787673950195,2.2308053970336914,0.8668544292449951,1.3635187149047852,0.1091923713684082,21.08151437445048,0.28635863471933887,1.2327275987722826,63.73729705810546,24.76726940699986,38.95767756870815,3.1197820390973776,5,35,True,"{""0"":[98.4375;77.34375;77.34375;56.25;63.28125;70.3125;70.3125];""1"":[91.40625;84.375;84.375;70.3125;91.40625;84.375;70.3125];""2"":[70.3125;70.3125;84.375;77.34375;84.375;98.4375;84.375];""3"":[84.375;105.46875;91.40625;91.40625;105.46875;105.46875;70.3125];""4"":[77.34375;112.5;84.375;91.40625;70.3125;91.40625;84.375]}","{""0"":[179;431;681;930;1168;1418;1662];""1"":[179;431;681;930;1168;1418;1662];""2"":[179;431;681;930;1168;1418;1662];""3"":[179;431;681;930;1168;1418;1662];""4"":[179;431;681;930;1168;1418;1662]}",,2025-07-02T02:23:18.924006
13,/home/pme/ta/data/camera/13/video_13_20250503_160703.npy,1796,42.34399366378784,23.5768338885233,42.65535068511963,38.17126202583313,0.5181796550750732,1.1233983039855957,2.287108898162842,0.8856604099273682,1.4010241031646729,0.11568355560302734,21.25348665135475,0.2885187389059428,0.6255001692570132,65.34596851893834,25.304583140781947,40.02926009041922,3.3052444458007812,5,35,True,"{""0"":[70.3125;91.40625;105.46875;91.40625;77.34375;70.3125;84.375];""1"":[77.34375;70.3125;105.46875;91.40625;105.46875;84.375;105.46875];""2"":[84.375;77.34375;91.40625;70.3125;126.5625;112.5;63.28125];""3"":[84.375;91.40625;84.375;105.46875;77.34375;105.46875;84.375];""4"":[119.53125;77.34375;77.34375;98.4375;84.375;77.34375;70.3125]}","{""0"":[179;436;692;946;1187;1441;1694];""1"":[179;436;692;946;1187;1441;1694];""2"":[179;436;692;946;1187;1441;1694];""3"":[179;436;692;946;1187;1441;1694];""4"":[179;436;692;946;1187;1441;1694]}",,2025-07-02T02:24:19.525534
14,/home/pme/ta/data/camera/14/video_14_20250503_160909.npy,1796,41.29464888572693,22.99256619472546,41.59093928337097,37.41411733627319,0.5085902214050293,0.7884171009063721,2.304511785507202,0.8946554660797119,1.4094264507293701,0.15206646919250488,20.831913884339198,0.2831794105818649,0.4389850227763764,65.84319387163434,25.561584745134628,40.26932716369629,4.3447562626429965,5,35,True,"{""0"":[63.28125;56.25;70.3125;77.34375;70.3125;98.4375;98.4375];""1"":[84.375;112.5;70.3125;98.4375;112.5;77.34375;98.4375];""2"":[84.375;105.46875;77.34375;77.34375;77.34375;126.5625;84.375];""3"":[84.375;98.4375;91.40625;70.3125;77.34375;70.3125;98.4375];""4"":[63.28125;91.40625;56.25;84.375;98.4375;133.59375;105.46875]}","{""0"":[179;445;707;966;1216;1474;1732];""1"":[179;445;707;966;1216;1474;1732];""2"":[179;445;707;966;1216;1474;1732];""3"":[179;445;707;966;1216;1474;1732];""4"":[179;445;707;966;1216;1474;1732]}",,2025-07-02T02:25:19.049413
15,/home/pme/ta/data/camera/15/video_15_20250503_161440.npy,1796,45.068029165267944,25.093557441685938,45.38556408882141,38.02869391441345,0.6522476673126221,3.2938904762268066,2.7934718132019043,1.0810070037841797,1.7119500637054443,0.14464735984802246,21.174105742991898,0.36316685262395443,1.8340147417743913,66.51123364766438,25.73826199486142,40.76071580251058,3.4439847582862493,6,42,True,"{""0"":[77.34375;91.40625;84.375;84.375;77.34375;77.34375;77.34375];""1"":[84.375;84.375;77.34375;84.375;84.375;77.34375;84.375];""2"":[126.5625;119.53125;77.34375;112.5;112.5;112.5;112.5];""3"":[70.3125;105.46875;77.34375;91.40625;77.34375;119.53125;105.46875];""4"":[70.3125;77.34375;91.40625;77.34375;91.40625;119.53125;119.53125];""5"":[98.4375;91.40625;112.5;105.46875;84.375;105.46875;77.34375]}","{""0"":[179;424;664;899;1124;1361;1596];""1"":[179;424;664;899;1124;1361;1596];""2"":[179;424;664;899;1124;1361;1596];""3"":[179;424;664;899;1124;1361;1596];""4"":[179;424;664;899;1124;1361;1596];""5"":[179;424;664;899;1124;1361;1596]}",,2025-07-02T02:26:22.385602
16,/home/pme/ta/data/camera/16/video_16_20250503_161812.npy,1796,43.0933678150177,23.994080075176893,43.382761001586914,38.24780750274658,0.6527724266052246,1.2837672233581543,2.634523868560791,1.032536268234253,1.6015052795410156,0.12404894828796387,21.29610662736447,0.36345903485814285,0.7147924406225803,62.72675877525693,24.584196862720308,38.1310780843099,2.9535463878086636,6,42,True,"{""0"":[77.34375;84.375;84.375;112.5;91.40625;98.4375;98.4375];""1"":[119.53125;98.4375;98.4375;105.46875;91.40625;70.3125;91.40625];""2"":[70.3125;70.3125;70.3125;70.3125;119.53125;63.28125;112.5];""3"":[98.4375;91.40625;105.46875;98.4375;98.4375;105.46875;105.46875];""4"":[77.34375;84.375;84.375;91.40625;91.40625;84.375;63.28125];""5"":[70.3125;91.40625;91.40625;98.4375;77.34375;84.375;91.40625]}","{""0"":[179;431;681;931;1173;1420;1667];""1"":[179;431;681;931;1173;1420;1667];""2"":[179;431;681;931;1173;1420;1667];""3"":[179;431;681;931;1173;1420;1667];""4"":[179;431;681;931;1173;1420;1667];""5"":[179;431;681;931;1173;1420;1667]}",,2025-07-02T02:27:23.701529
17,/home/pme/ta/data/camera/17/video_17_20250503_162022.npy,1796,42.95547032356262,23.917299734723063,43.268171310424805,38.35134840011597,0.6580543518066406,0.9886703491210938,2.6706748008728027,1.0506377220153809,1.6195404529571533,0.1373739242553711,21.353757461089067,0.366399973166281,0.5504846041876914,63.58749525887626,25.01518385750907,38.56048697517032,3.2708077203659784,6,42,True,"{""0"":[84.375;105.46875;105.46875;126.5625;98.4375;105.46875;112.5];""1"":[77.34375;77.34375;77.34375;77.34375;77.34375;91.40625;84.375];""2"":[77.34375;98.4375;77.34375;91.40625;91.40625;84.375;91.40625];""3"":[77.34375;70.3125;112.5;77.34375;84.375;105.46875;105.46875];""4"":[56.25;56.25;84.375;77.34375;91.40625;98.4375;63.28125];""5"":[84.375;112.5;77.34375;77.34375;91.40625;98.4375;84.375]}","{""0"":[179;431;682;930;1168;1421;1669];""1"":[179;431;682;930;1168;1421;1669];""2"":[179;431;682;930;1168;1421;1669];""3"":[179;431;682;930;1168;1421;1669];""4"":[179;431;682;930;1168;1421;1669];""5"":[179;431;682;930;1168;1421;1669]}",,2025-07-02T02:28:24.917514
18,/home/pme/ta/data/camera/18/video_18_20250503_162823.npy,1796,45.79485464096069,25.498248686503725,46.125080585479736,38.3759388923645,0.819582462310791,3.1221437454223633,3.13590669631958,1.2314932346343994,1.903815507888794,0.15849900245666504,21.367449271917874,0.45633767389242264,1.73838738609263,63.998095843256735,25.132514992538766,38.853377712016204,3.2346735195237764,7,49,True,"{""0"":[105.46875;63.28125;84.375;105.46875;63.28125;105.46875;112.5];""1"":[77.34375;77.34375;77.34375;77.34375;105.46875;77.34375;91.40625];""2"":[105.46875;98.4375;77.34375;70.3125;119.53125;98.4375;105.46875];""3"":[84.375;77.34375;112.5;91.40625;91.40625;91.40625;91.40625];""4"":[70.3125;84.375;63.28125;98.4375;91.40625;119.53125;105.46875];""5"":[112.5;77.34375;84.375;77.34375;77.34375;63.28125;119.53125];""6"":[91.40625;91.40625;84.375;84.375;105.46875;56.25;84.375]}","{""0"":[179;413;648;884;1106;1340;1571];""1"":[179;413;648;884;1106;1340;1571];""2"":[179;413;648;884;1106;1340;1571];""3"":[179;413;648;884;1106;1340;1571];""4"":[179;413;648;884;1106;1340;1571];""5"":[179;413;648;884;1106;1340;1571];""6"":[179;413;648;884;1106;1340;1571]}",,2025-07-02T02:29:29.105605
19,/home/pme/ta/data/camera/19/video_19_20250503_163047.npy,1796,44.1534059047699,24.58430172871375,44.448389768600464,38.24817490577698,0.8172051906585693,1.562199354171753,3.1787242889404297,1.2574405670166016,1.9207086563110352,0.17268633842468262,21.29631119475333,0.45501402597915885,0.8698214666880584,64.8719242640904,25.662052388093908,39.19813584308235,3.5242109882588286,7,49,True,"{""0"":[63.28125;70.3125;70.3125;133.59375;84.375;98.4375;63.28125];""1"":[77.34375;56.25;77.34375;119.53125;77.34375;98.4375;77.34375];""2"":[98.4375;98.4375;84.375;84.375;119.53125;77.34375;70.3125];""3"":[70.3125;98.4375;77.34375;63.28125;112.5;84.375;84.375];""4"":[91.40625;70.3125;77.34375;77.34375;77.34375;70.3125;70.3125];""5"":[84.375;70.3125;84.375;84.375;84.375;98.4375;84.375];""6"":[91.40625;98.4375;91.40625;98.4375;98.4375;105.46875;112.5]}","{""0"":[179;425;665;909;1140;1382;1623];""1"":[179;425;665;909;1140;1382;1623];""2"":[179;425;665;909;1140;1382;1623];""3"":[179;425;665;909;1140;1382;1623];""4"":[179;425;665;909;1140;1382;1623];""5"":[179;425;665;909;1140;1382;1623];""6"":[179;425;665;909;1140;1382;1623]}",,2025-07-02T02:30:31.481512
20,/home/pme/ta/data/camera/20/video_20_20250503_163304.npy,1796,44.0168662071228,24.50827739817528,44.33722519874573,38.716211557388306,0.806678056716919,1.1069178581237793,3.0676188468933105,1.2131068706512451,1.8539087772369385,0.14693284034729004,21.556910666697277,0.4491525928267923,0.6163239744564473,62.60446626312878,24.757283074515207,37.83487300483548,2.998629394842654,7,49,True,"{""0"":[98.4375;91.40625;63.28125;112.5;84.375;70.3125;91.40625];""1"":[98.4375;77.34375;119.53125;70.3125;70.3125;84.375;105.46875];""2"":[56.25;105.46875;98.4375;84.375;105.46875;91.40625;84.375];""3"":[77.34375;91.40625;105.46875;84.375;112.5;63.28125;98.4375];""4"":[105.46875;105.46875;91.40625;91.40625;98.4375;91.40625;112.5];""5"":[84.375;98.4375;77.34375;91.40625;77.34375;91.40625;77.34375];""6"":[98.4375;63.28125;70.3125;77.34375;91.40625;98.4375;77.34375]}","{""0"":[179;436;686;932;1138;1384;1624];""1"":[179;436;686;932;1138;1384;1624];""2"":[179;436;686;932;1138;1384;1624];""3"":[179;436;686;932;1138;1384;1624];""4"":[179;436;686;932;1138;1384;1624];""5"":[179;436;686;932;1138;1384;1624];""6"":[179;436;686;932;1138;1384;1624]}",,2025-07-02T02:31:33.709559
21,/home/pme/ta/data/camera/21/video_21_20250503_164031.npy,1796,47.918521881103516,26.680691470547615,48.215885400772095,38.6124906539917,1.0064952373504639,3.634093761444092,4.2008256912231445,1.6378114223480225,2.562227964401245,0.21256041526794434,21.49915960689961,0.5604093749167394,2.023437506371989,65.63790142536163,25.59080347418785,40.034811943769455,3.3212564885616302,8,64,True,"{""0"":[77.34375;119.53125;119.53125;98.4375;91.40625;77.34375;84.375;70.3125];""1"":[91.40625;70.3125;84.375;84.375;84.375;84.375;77.34375;84.375];""2"":[84.375;105.46875;112.5;84.375;70.3125;84.375;77.34375;77.34375];""3"":[77.34375;84.375;98.4375;84.375;84.375;84.375;91.40625;84.375];""4"":[91.40625;84.375;105.46875;105.46875;63.28125;84.375;77.34375;105.46875];""5"":[91.40625;98.4375;98.4375;77.34375;98.4375;98.4375;63.28125;77.34375];""6"":[77.34375;84.375;77.34375;77.34375;77.34375;70.3125;84.375;98.4375];""7"":[70.3125;91.40625;98.4375;84.375;98.4375;98.4375;105.46875;77.34375]}","{""0"":[179;412;634;859;1076;1301;1523;1747];""1"":[179;412;634;859;1076;1301;1523;1747];""2"":[179;412;634;859;1076;1301;1523;1747];""3"":[179;412;634;859;1076;1301;1523;1747];""4"":[179;412;634;859;1076;1301;1523;1747];""5"":[179;412;634;859;1076;1301;1523;1747];""6"":[179;412;634;859;1076;1301;1523;1747];""7"":[179;412;634;859;1076;1301;1523;1747]}",,2025-07-02T02:32:39.869596
22,/home/pme/ta/data/camera/22/video_22_20250503_164308.npy,1796,45.20600199699402,25.17037973106571,45.52195906639099,38.42469000816345,0.9927983283996582,1.737722396850586,3.684124708175659,1.4635956287384033,2.2198634147644043,0.1727898120880127,21.394593545748023,0.5527830336300992,0.9675514459078985,65.78794121742249,26.135636227471487,39.64041812079294,3.0855323587145125,8,56,True,"{""0"":[77.34375;77.34375;105.46875;98.4375;84.375;84.375;70.3125];""1"":[84.375;91.40625;91.40625;84.375;91.40625;91.40625;91.40625];""2"":[56.25;91.40625;91.40625;70.3125;84.375;84.375;91.40625];""3"":[105.46875;91.40625;84.375;105.46875;98.4375;77.34375;84.375];""4"":[91.40625;84.375;112.5;105.46875;70.3125;84.375;91.40625];""5"":[84.375;98.4375;98.4375;105.46875;112.5;84.375;126.5625];""6"":[98.4375;84.375;63.28125;84.375;98.4375;70.3125;84.375];""7"":[84.375;84.375;98.4375;70.3125;77.34375;84.375;77.34375]}","{""0"":[179;421;666;902;1123;1354;1588];""1"":[179;421;666;902;1123;1354;1588];""2"":[179;421;666;902;1123;1354;1588];""3"":[179;421;666;902;1123;1354;1588];""4"":[179;421;666;902;1123;1354;1588];""5"":[179;421;666;902;1123;1354;1588];""6"":[179;421;666;902;1123;1354;1588];""7"":[179;421;666;902;1123;1354;1588]}",,2025-07-02T02:33:43.301591
23,/home/pme/ta/data/camera/23/video_23_20250503_164535.npy,1797,44.22726082801819,24.611719993332326,44.53630518913269,37.99651575088501,0.9868276119232178,1.2701408863067627,3.5992014408111572,1.44612455368042,2.152416467666626,0.18703866004943848,21.14441611067613,0.549152816874356,0.7068118454684266,64.27145430019924,25.823652744293213,38.43600835118975,3.3399760723114014,8,56,True,"{""0"":[70.3125;84.375;84.375;77.34375;63.28125;77.34375;84.375];""1"":[98.4375;84.375;98.4375;84.375;98.4375;112.5;105.46875];""2"":[84.375;91.40625;91.40625;77.34375;63.28125;77.34375;77.34375];""3"":[98.4375;77.34375;63.28125;70.3125;91.40625;91.40625;84.375];""4"":[112.5;105.46875;77.34375;105.46875;98.4375;84.375;105.46875];""5"":[112.5;91.40625;77.34375;77.34375;112.5;84.375;63.28125];""6"":[105.46875;77.34375;91.40625;84.375;84.375;84.375;56.25];""7"":[105.46875;112.5;70.3125;70.3125;77.34375;91.40625;105.46875]}","{""0"":[179;424;671;911;1141;1383;1620];""1"":[179;424;671;911;1141;1383;1620];""2"":[179;424;671;911;1141;1383;1620];""3"":[179;424;671;911;1141;1383;1620];""4"":[179;424;671;911;1141;1383;1620];""5"":[179;424;671;911;1141;1383;1620];""6"":[179;424;671;911;1141;1383;1620];""7"":[179;424;671;911;1141;1383;1620]}",,2025-07-02T02:34:45.765600
24,/home/pme/ta/data/camera/24/video_24_20250503_165937.npy,1796,49.096232652664185,27.336432434668254,49.4097044467926,38.71034359931946,1.212996006011963,3.9353742599487305,4.6998889446258545,1.8411750793457031,2.857879638671875,0.25113868713378906,21.553643429465176,0.6753875311870617,2.191188340728692,65.27623534202576,25.571876102023655,39.692772759331596,3.4880373213026257,9,72,True,"{""0"":[84.375;91.40625;84.375;77.34375;119.53125;84.375;77.34375;91.40625];""1"":[77.34375;84.375;77.34375;77.34375;84.375;77.34375;77.34375;84.375];""2"":[77.34375;70.3125;105.46875;84.375;70.3125;105.46875;91.40625;105.46875];""3"":[105.46875;84.375;84.375;105.46875;91.40625;119.53125;91.40625;77.34375];""4"":[112.5;105.46875;105.46875;84.375;70.3125;63.28125;105.46875;84.375];""5"":[91.40625;91.40625;105.46875;77.34375;84.375;112.5;84.375;91.40625];""6"":[70.3125;77.34375;112.5;126.5625;91.40625;112.5;84.375;84.375];""7"":[91.40625;77.34375;77.34375;77.34375;91.40625;70.3125;70.3125;70.3125];""8"":[56.25;77.34375;70.3125;119.53125;84.375;77.34375;98.4375;91.40625]}","{""0"":[179;404;622;844;1051;1271;1490;1709];""1"":[179;404;622;844;1051;1271;1490;1709];""2"":[179;404;622;844;1051;1271;1490;1709];""3"":[179;404;622;844;1051;1271;1490;1709];""4"":[179;404;622;844;1051;1271;1490;1709];""5"":[179;404;622;844;1051;1271;1490;1709];""6"":[179;404;622;844;1051;1271;1490;1709];""7"":[179;404;622;844;1051;1271;1490;1709];""8"":[179;404;622;844;1051;1271;1490;1709]}",,2025-07-02T02:35:53.113553
25,/home/pme/ta/data/camera/25/video_25_20250503_170153.npy,1796,46.833755016326904,26.076701011317873,47.16170620918274,38.46585536003113,1.1978759765625,1.9762425422668457,4.716037750244141,1.864133596420288,2.851090908050537,0.24332475662231445,21.417514120284594,0.6669688065492761,1.1003577629548138,65.5005243089464,25.890744394726223,39.59848483403524,3.3795105086432566,9,72,True,"{""0"":[77.34375;91.40625;98.4375;98.4375;105.46875;105.46875;105.46875;70.3125];""1"":[56.25;105.46875;98.4375;84.375;98.4375;77.34375;77.34375;119.53125];""2"":[70.3125;105.46875;84.375;98.4375;77.34375;84.375;126.5625;84.375];""3"":[84.375;77.34375;119.53125;77.34375;63.28125;77.34375;77.34375;98.4375];""4"":[77.34375;84.375;77.34375;84.375;77.34375;77.34375;84.375;91.40625];""5"":[98.4375;63.28125;77.34375;91.40625;112.5;98.4375;98.4375;84.375];""6"":[77.34375;91.40625;70.3125;77.34375;91.40625;98.4375;91.40625;77.34375];""7"":[77.34375;77.34375;105.46875;84.375;140.625;98.4375;105.46875;84.375];""8"":[77.34375;77.34375;70.3125;70.3125;77.34375;84.375;63.28125;63.28125]}","{""0"":[179;418;645;877;1091;1324;1555;1777];""1"":[179;418;645;877;1091;1324;1555;1777];""2"":[179;418;645;877;1091;1324;1555;1777];""3"":[179;418;645;877;1091;1324;1555;1777];""4"":[179;418;645;877;1091;1324;1555;1777];""5"":[179;418;645;877;1091;1324;1555;1777];""6"":[179;418;645;877;1091;1324;1555;1777];""7"":[179;418;645;877;1091;1324;1555;1777];""8"":[179;418;645;877;1091;1324;1555;1777]}",,2025-07-02T02:36:58.193538
